over,short_text,long_text
1.6,"Morris to Agarwal, no run","full, just outside off, and he takes a big step forward to drive. Mistimed to cover"
1.5,"Morris to Rahul, OUT","full on off but swinging in very late. Rahul tries to drive down the ground, but misses, and Morris appeals for lbw. Umpire says out but Rahul reviews. This looked like it was going down leg, but replays suggest that it's closer than that. There's no bat involved, so we wait for ball-tracking. Ball's clipping leg stump, so Rahul has to go! Big wicket, but Kings XI retain their review"
1.4,"Morris to Rahul, SIX runs","pulled with disdain! Shorter from Morris, but he doesn't possess the pace to trouble a top-order batsman. Swivels, and pulls with the angle over fine leg"
1.3,"Morris to Rahul, no run","sticks with the back-of-a-length delivery. Angling into his body, and tapped towards midwicket"
1.2,"Morris to Rahul, FOUR runs","length ball on middle, and angling down leg. Rahul allows the ball to come to him, and flicks off his hips to the backward-square boundary"
1.1,"Morris to Rahul, no run","back of a length on off, cramping Rahul for space. He tiptoes to nudge a shot towards midwicket"
0.6,"Rabada to Rahul, 1 run","full on leg, and the ball was going down the leg side, but Rahul wants to get bat on ball. Flicked from beyond the stumps, and it lands safely near fine leg. Rahul's disappointed. Misses out on a boundary"
0.5,"Rabada to Rahul, no run","full on off, and angling into middle stump. Takes a tiny step forward, and defends back to Rabada"
0.4,"Rabada to Rahul, no run","fuller, on off, and he mistimes a front-foot defense towards the off side"
0.3,"Rabada to Rahul, FOUR runs","length ball on off, and angling into Rahul's pads. Goes deep into his crease, and tucks this square past midwicket. Two fielders giving it a chase, but it's a futile one. Balanced shot"
0.2,"Rabada to Rahul, no run","length ball, outside off stump, but swaying away from him this time. Left alone once more. Nice carry through to Pant"
0.1,"Rabada to Rahul, no run","left alone! Length ball, outside off, and swinging inwards slightly. Rahul takes a big stride forward and then shoulders his arms"
19.6,"Bravo to Archer, 1 run","length ball, on off, and flat-batted to cover. They scamper across for a single and Chennai Super Kings win by eight runs!"
19.5,"Bravo to Gopal, OUT","in the air and taken at third man! Tahir takes the catch, and he gives the crowd a flying kiss. The Chepauk erupts. Length ball, on off, and Gopal's attempted slog takes an outside edge"
19.4,"Bravo to Archer, 1 run","full and very wide outside off, and Jofra mistimes a drive to cover. Walks across for a single. His bat is broken too"
19.3,"Bravo to Gopal, 1 leg bye","back of a length on middle, and the ball hits Gopal's shoulders. Delivery rolls down to third man"
19.2,"Bravo to Gopal, no run","back of a length, on off, and Gopal backs away to cut this square. Ball goes over Gopal's bat. Nifty from Bravo"
19.1,"Bravo to Stokes, OUT","soft dismissal! Chinna Thala to the rescue. Low full toss on off, and Stokes tries to lift it over cover, but he's sliced this to Raina at cover"
18.6,"Thakur to Stokes, 1 run","back of a length, outside off, and he drags a pull to deep midwicket. Royals need 12 off the final over"
18.5,"Thakur to Stokes, 2 runs","low full toss on off, and he drills a drive to extra cover. Shorey cleans up"
18.4,"Thakur to Stokes, SIX runs","one-handed shot for six! Holy moly. Length ball angling into Stokes from around the wicket, but he uses his wrists and swivels to pull behind square. One hand comes off his bat, but enough power behind that to go for a maximum. Unbelievable"
18.3,"Thakur to Archer, 1 run","back of a length on middle, but slower from Shardul. Jofra pulls behind square to deep fine leg"
18.2,"Thakur to Archer, 2 runs","sliced over point and falls safe. Full outside off, and looked to drive over cover, but edged the ball behind square instead"
18.1,"Thakur to Stokes, 1 leg bye","full on off, and angling into Stokes. He skips down the wicket to try and muscle this over to the leg side, but inside-edges the shot into his pads. They scamper across for one"
17.6,"Bravo to Archer, no run","yorker just outside leg stump, but the ball hits his boot and rolls away to Dhoni. Could've been a wide if Jofra got out of the delivery's way. Royals need 25 off 12 now"
17.5,"Bravo to Archer, SIX runs","that's outta here! Full, not fast enough on middle, and he clears his front leg to hammer a six over Bravo's head. This guy can bat"
17.4,"Bravo to Archer, 2 runs","low full toss on middle, and he flicks to deep midwicket. Calls early for the second, and both these men are pretty quick"
17.3,"Bravo to Stokes, 1 run","slower ball, full on off, and he mistimes a drive to cover. Raina dives to his left to intercept, and stops Stokes from coming back on strike"
17.2,"Bravo to Stokes, FOUR runs","paddled! Back of a length on middle, but Stokes shuffles across the stumps, exposes all three stumps, and then gets enough bat to find the gap between keeper and short fine leg"
17.1,"Bravo to Stokes, SIX runs","slapped! Slower ball, really full outside off, and he clears his front leg, before flat-batting a six over wide long off. Royals need 38 off 17"
16.6,"Thakur to Archer, SIX runs","muscled over long on! Quick ball, full on leg, but he clears his front leg to lift a shot over the boundary. Royals need 44 off 18"
16.5,"Thakur to Archer, no run","length ball, skidder outside off, and going straight into Dhoni's gloves. Jofra can't get bat on ball"
16.4,"Thakur to Stokes, 1 run","length ball, just outside off, and he drives away from his body to extra cover"
16.3,"Thakur to Archer, 1 run","back of a length on middle, and he taps this away to the leg side for a quick single. Good dedication from Shardul, chasing the ball"
16.2,"Thakur to Archer, FOUR runs","length ball, wide outside off, and cut square to the point boundary! Fielder from third man can't intercept"
16.1,"Thakur to Gowtham, OUT","sliced to cover! Full just outside off, and Gowtham looks to smoke a drive over cover. Bat's face turns in his hand, and the spliced shot goes to Raina at the 30-yard circle"
15.6,"Tahir to Gowtham, 1 run","length ball on off, and driven down to long off. Tahir nearly gets his hands to this. An excellent spell comes to an end"
15.5,"Tahir to Stokes, 1 run","full toss, low on off stump, and drilled down to long off"
15.4,"Tahir to Gowtham, 1 run","faster ball, flat on middle, and the attempted nudge to the leg side takes a leading edge to short third man!"
15.3,"Tahir to Gowtham, no run","full outside leg, but turning into his pads. Gowtham looks to nudge it square, but the ball hits his pad"
15.2,"Tahir to Gowtham, no run","crazy spin! Full, wide outside off, and Gowtham goes for a slogged sweep. But the ball spins further away from Gowtham, and Dhoni collects sharply"
15.1,"Tahir to Gowtham, SIX runs","that's a biggie! Full on off, and Gowtham - the offspinner - picks the googly well. Swings across the line, and has enough behind that shot to clear wide long on"
14.6,"Jadeja to Stokes, 2 runs","length ball on middle, and tucked away to wide long on. Enough time for Stokes to come back for the second"
14.5,"Jadeja to Gowtham, 1 run","length ball on off, and he whips this off his hips to deep midwicket. Gives Stokes the strike for the final ball"
14.4,"Jadeja to Stokes, 1 run","fuller, on middle, and he goes deep into his crease. Tapped to midwicket for a quick single"
14.3,"Jadeja to Stokes, SIX runs","full on off, and slog swept over deep midwicket! In the slog, down on one knee, and collects six runs"
14.2,"Jadeja to Stokes, 2 runs","length ball on middle, and worked off his hips to deep backward square. Misfield from Billings allows them to take the double"
14.1,"Jadeja to Stokes, 2 runs","flatter, on middle, and Stokes rocks back to pull. In the air, but safe at the deep despite two boundary-riders there"
13.6,"Tahir to Gowtham, no run","full on off, and the googly is driven back to Tahir. A fine over from the South African"
13.5,"Tahir to Stokes, 1 run","full just outside leg stump, and flicked away to short fine leg. They scamper across for one"
13.4,"Tahir to Stokes, no run","full just outside off, and he toe-ends a drive to cover"
13.3,"Tahir to Stokes, 2 runs","full on middle, and nudged off his pads to deep midwicket. Enough time to take the second because of Santner's misfield"
13.2,"Tahir to Smith, OUT","Tahir's running again! Full just outside off, but Smith comes down the ground and toe-ends a lofted shot. No real timing, and long-on makes no mistake"
13.1,"Tahir to Stokes, 1 run","back of a length on of, and turning further away. Flat-batted to long off"
12.6,"Bravo to Smith, no run","full, just outside off, and he goes for the drive. Misses, as the ball goes under his bat and into Dhoni's gloves"
12.5,"Bravo to Stokes, 1 run","full on middle, from around the wicket. Flicked off his toes to deep midwicket"
12.4,"Bravo to Smith, 1 run","nearly a yorker on off, and driven down to long on for a single"
12.3,"Bravo to Smith, no run","back of a length, skidder outside off, and Smith shapes up to cut. Misses"
12.2,"Bravo to Stokes, 1 run","length ball, wide outside off, and glanced fine to third man for one"
12.1,"Bravo to Smith, 1 run","length ball, just outside off, and cut to third man for a single"
12.1,"Bravo to Smith, 1 wide","slower ball, lands on leg, and goes down the leg side again. Smith, though, tried to paddle this behind square but missed"
12.1,"Bravo to Smith, 1 wide","length ball on middle, and angling down the leg side. Smith misses the clipped-shot off his hips, and Dhoni collects. Big appeal for caught-behind from MSD, but the umpire calls it a wide. Interesting!"
11.6,"Tahir to Smith, 1 run","too full on leg stump, and dug away to midwicket. They sprint for the first, but Stokes says 'no' to the second"
11.5,"Tahir to Stokes, 1 run","flatter, on middle, and worked off the back foot to deep midwicket"
11.4,"Tahir to Smith, 1 run","overpitched, just outside off, and bunted down the ground to long on"
11.3,"Tahir to Smith, 2 runs","full on leg, and he drills this down the ground to wide long on. They take a quick single, and hesitate for the second, but misfield from Santner allows them to complete the double"
