over,short_text,long_text
19.5,"Thakur to Maxwell, 1 run","thigh high full toss outside off, backs into the off side and has a swing. Straight to deep midwicket. Square leg was in and he's cross with himself"
19.4,"Thakur to Maxwell, no run","beaten on the reverse-ramp. Low full toss outside off, drops into the leg side and tries to jab this on its way"
19.3,"Thakur to Khan, 1 run","good length slower ball wide outside off, walks into that trying to slap it through cover. Thick outside edge to Dhoni's right and Maxwell calls him through"
19.3,"Thakur to Khan, 1 wide","full and very wide outside off, can't reach that"
19.2,"Thakur to Khan, FOUR runs","jabs it square of third man this time! Full and wide outside off, shuffles around and jams this down to where a conventional third man might have been"
19.1,"Thakur to Khan, FOUR runs",ramped over short third. It's a low full toss on leg stump and he does what everyone does  manipulates the wrists to drag it past his right shoulder and lift it on the off side
18.6,"Bravo to Maxwell, 2 runs","full on leg stump, driven firmly to deep midwicket's left and once again they manage to sneak a second on Jadeja's throw although it may have been a lot closer if the bails had come off one way or another. Khanw as diving"
18.5,"Bravo to Maxwell, FOUR runs","forehand slap over wide mid-off. Slower short ball across him and wide outside off. His front leg is past the tramline on the leg side! He's that far in the leg side, but manages to reach out at this and connects nicely"
18.4,"Bravo to Maxwell, 2 runs","yorker at off stump, shuffles and can only clip this to deep midwicket's left. Sarfraz takes on Jadeja's arm and comes back for the second"
18.3,"Bravo to Khan, 1 run","slower short ball, wide outside off. Subdued cut, on the bounce to backward point"
18.2,"Bravo to Khan, no run","yorker length at leg stump, can't get this off the pitch"
18.1,"Bravo to Khan, 2 runs","full loopy slower ball outside off, driven to extra cover's left. Through that fielder's dive"
17.6,"Thakur to Maxwell, 2 runs","slower ball, short and wide outside off. Cut neatly to sweeper's left"
17.5,"Thakur to Maxwell, no run","full and wide outside off, makes too much room and is beaten on the chop"
17.4,"Thakur to Khan, 1 run","full outside off, patted down to long-off"
17.3,"Thakur to Khan, no run","outside edge fall short of short third man! Another slower ball, good length and just outside off. Looks to drive on the rise"
17.2,"Thakur to Rahul, OUT","taken by Dhoni to his right! Thakur will be on a hat-trick. Full slower ball outside off, wants to jam it behind square on the off side and gets a thick outside edge and that floats off his bat to the keeper's right"
17.1,"Thakur to Pooran, OUT","very very high again  but not far enough. This is a good catch from Jadeja at deep midwicket. That was a juicy ball in the slot at leg stump, right there for the big slog. Big slog is what he does, but he might have fallen over into the off side a touch because he gets under it more than he desires. That must have wobbled but Jadeja waits and waits and then rolls into the turf in relief after taking it"
16.6,"Bravo to Pooran, 1 run","yorker just outside off, jammed down to long-off off the front foot"
16.5,"Bravo to Pooran, 2 runs","short and across him, mistimed chop ends up at long-off"
16.4,"Bravo to Pooran, SIX runs","low full toss on middle stump, weight onto his back leg for a strong base and nice clean slog over wide long-on"
16.3,"Bravo to Pooran, no run","just past leg stump! Pooran walking into the off side a long way, showing the leg stump. This yorker is narrowly past it"
16.2,"Bravo to Pooran, no run","low full toss wide outside off, driven firmly but straight to extra cover"
16.1,"Bravo to Pooran, 2 runs","yorker outside off, jammed into vacant cover. Point is back on the fence so they steal a second"
15.6,"Sam Curran to Pooran, 1 run","slower short ball at middle stump, pulled to deep backward square's right"
15.5,"Sam Curran to Pooran, 2 runs","no power on this one, but they two to long-on's left. Curran outraged with Jadhav who he feels should have attacked that better to his left. Slower short ball, miscued pull. Jadhav is looking for affirmation to his left from deep midwicket and from long-off to his right"
15.4,"Sam Curran to Pooran, no run","short and just outside off, climbs over his attempted hook"
15.3,"Sam Curran to Pooran, SIX runs","ooooof, that is second tier! That is massive. Massive! Goes wide of the crease, drops it short at middle stump, he's leaning back as he pulls and he's tonked it high and far over midwicket. 97 metres is the official count"
15.2,"Sam Curran to Rahul, 1 run","slower short ball just outside off, cut to deep backward point"
15.1,"Sam Curran to Pooran, 1 run","slower short ball just outside off, shuffles and pulls to deep square"
14.6,"Thakur to Rahul, 2 runs","overpitched on leg stump, driven to long-on's right"
14.5,"Thakur to Rahul, no run","good length on leg stump, flicked straight to short fine"
14.4,"Thakur to Rahul, FOUR runs",past short third man! Short and into the body this time. Walks into the leg side to make room and gets the late cut where he wanted
14.3,"Thakur to Rahul, FOUR runs","whack. To sweeper's right this time. This is poor length from Thakur. Short and wide outside off, and he gets the weight into his half stride and slaughters it"
14.2,"Thakur to Rahul, SIX runs","drilled over long-off for the fifty. Sweeet hit. It's a cross-seam, good length ball, friendly driving length just outside off. And he gets deep in the crease and crunches it"
14.1,"Thakur to Rahul, no run","low full toss on leg stump, driven along the floor to extra cover"
13.6,"Jadeja to Pooran, SIX runs","over deep midwicket. Oh he's come out in good hitting form alright. This is dropped slightly short of a good length, sits up at off stump and he swings cleanly under it with a pull"
13.5,"Jadeja to Pooran, FOUR runs","oh you beauty. Good length, pushed fast and wide across him from around the wicket. That's a decent option from Jadeja, because Pooran has shuffled and seemingly wants to go leg side. Instead he gets laced on the up, over extra cover. That flew off the middle"
13.4,"Jadeja to Rahul, 1 run","short of a good length on leg, punched to long-on's right off the back foot"
13.3,"Jadeja to Pooran, 1 run","good length outside off, walks across off stump and clubs this. Straight to deep midwicket"
13.2,"Jadeja to Pooran, no run","good length at off, defended down the pitch on the front foot"
13.1,"Jadeja to Rahul, 1 run","good length and just outside off, leans in and pushes to extra cover with soft hands"
12.6,"Bravo to Rahul, 1 run","short and just outside off, cut to third man's right"
12.5,"Bravo to Pooran, 1 run","good legth and just outside off, opens the face and runs it down to third man with the angle"
12.4,"Bravo to Rahul, 1 run","good length on middle stump, clipped to deep midwicket"
12.3,"Bravo to Rahul, no run","good length on middle stump, clipped to midwicket"
12.2,"Bravo to Rahul, FOUR runs","thick outside edge and beats third man to his left. Good length just outside off, walks into that and looks to drive on the up. Loses his shape, retains some luck"
12.1,"Bravo to Rahul, no run","short and slower ball, wide outside off. Beaten on the cut"
11.6,"Jadeja to Mandeep, OUT","straight to extra cover.  Full and wide outside off, he's down on one knee and strikes this cleanly. But placed right into Rayudu's lap. He's at the edge of the circle and it dips at a nice height. Mandeep's cameo is done, was hitting them sweetly"
11.5,"Jadeja to Rahul, 1 run","full on leg stump, nicely forward and flicked into the leg side"
11.4,"Jadeja to Rahul, 2 runs","full and just outside off, driven with the turn to long-off's left"
11.3,"Jadeja to Rahul, no run","full on off stump, driven to extra cover"
11.2,"Jadeja to Mandeep, 1 run","short and wide outside off, cut to sweeper"
11.1,"Jadeja to Mandeep, 2 runs","short and just outside off, punched between deep midwicket and long-on and a fumble out there"
10.6,"Chawla to Mandeep, 1 run","full on middle, leans in and drives to long-on"
10.5,"Chawla to Mandeep, SIX runs","clears deep midwicket. Dropped short, lofted pull. The fielder is in from the circle but that is not an aberration anymore, we've seen all teams do it on these big grounds. That allows Mandeep six"
10.4,"Chawla to Rahul, 1 run","good length at middle, onto the back foot to punch to long-on"
10.3,"Chawla to Mandeep, 1 run","full outside off, driven to extra cover's right. A dive but only parried to long-off"
10.2,"Chawla to Mandeep, SIX runs",swung far over midwicket. That is a delicious sounding slog sweep. Full googly just outside off and he picked that so quickly and was down immediately
10.1,"Chawla to Mandeep, 2 runs","misfield by Faf. Full on off, once again he miscues the inside-out shot to long-off's left and Faf lets that past and they get a second"
9.6,"Jadeja to Rahul, no run","short outside off, mistimed cut towards backward point who fumbles as there's a slight mix up between the batsmen"
9.5,"Jadeja to Mandeep, 1 run","short and in at middle stump, punched to long-on"
9.4,"Jadeja to Rahul, 1 run","short and just outside off, carved to sweeper off the back foot"
9.3,"Jadeja to Mandeep, 1 run","good length at the stump, punched to long-on off the back foot"
9.2,"Jadeja to Mandeep, no run",beaten on the cut. That rips past the outside edge
9.1,"Jadeja to Mandeep, 2 runs","short at the stumps, punched to long-on's right off the back foot"
8.6,"Chawla to Mandeep, 1 run","good length outside off, wants to go inside-out over extra, miscues and gets it to long-off's left"
8.5,"Chawla to Mandeep, no run","short and just outside off, cut to backward point"
8.4,"Chawla to Mandeep, 2 runs","googly, short and in at middle. Expertly tucked to deep midwicket's left off the back foot"
8.3,"Chawla to Rahul, 1 run","good length and sliding on at off stump, punched to long-off from deep in the crease"
8.2,"Chawla to Mandeep, 1 run","short and just outside off, punched to long-off off the back foot"
8.1,"Chawla to Agarwal, OUT","taken at deep midwicket. Short and sliding onto middle stump. He's hurried on the pull and was perhaps looking to sit that squarer, because this just looks like catching practice in the end. Chawla strikes immediately"
7.6,"Jadeja to Agarwal, 1 run","short outside off, subdued pull down to long-on. This one sticks in the pitch and turns too"
7.5,"Jadeja to Rahul, 1 run","short outside off, cut to sweeper"
7.4,"Jadeja to Rahul, no run","length at the stumps, tapped into the leg side with the angle"
7.3,"Jadeja to Rahul, no run","short and just outside off, cut to short third"
7.2,"Jadeja to Agarwal, 3 runs",can't get to that at long-off after a big dive to the left. Faf du Plessis sprints to his left and puts a big dive in but it's short of him. Pulls in short of the boundary and sweeper cleans up behind him. Agarwal was looking to drive over extra cover but that ball stuck in the pitch and he got more elevation than strength on this
